Date,AR_PR,AT_PR,AU_PR,AU_OIS1D,BE_PR,BR_PR,BR_OIS1D,CA_PR,CA_OIS1D,CH_PR,CH_OIS1D,CL_PR,CL_OIS1D,CN_PR,CN_OIS1D,CO_PR,CO_OIS1D,DE_PR,EA_PR,EA_OIS1D,ES_PR,FI_PR,FR_PR,GB_PR,GB_OIS1D,GR_PR,HU_PR,HU_OIS1D,ID_PR,ID_OIS1D,IE_PR,IN_PR,IN_OIS1D,IT_PR,JP_PR,JP_OIS1D,KR_PR,MX_PR,MX_OIS1D,MY_PR,MY_OIS1D,NL_PR,NO_PR,NO_OIS1D,NZ_PR,NZ_OIS1D,PE_PR,PH_PR,PH_OIS1D,PL_PR,PL_OIS1D,PT_PR,RO_PR,RO_OIS1D,RU_PR,RU_OIS1D,SA_PR,SE_PR,SE_OIS1D,TH_PR,TH_OIS1D,TR_PR,TR_OIS1D,US_PR,US_OIS1D,ZA_PR,ZA_OIS1D
03-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.7633,NaN,NaN,NaN,NaN,12,NaN,3,3,3.1719,3,3,3,5.5,3.0453,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,NaN,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.43,6.0027,NaN,NaN
04-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.3809,NaN,NaN,NaN,NaN,12,NaN,3,3,3.151,3,3,3,5.5,4.7281,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.38,5.7504,NaN,NaN
05-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.6102,NaN,NaN,NaN,NaN,12,NaN,3,3,3.0883,3,3,3,5.5,4.6025,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.41,5.6701,NaN,NaN
06-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.7633,NaN,NaN,NaN,NaN,12,NaN,3,3,3.0256,3,3,3,5.5,4.9902,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.54,5.7451,NaN,NaN
07-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.019,NaN,NaN,NaN,NaN,12,NaN,3,3,2.9523,3,3,3,5.5,4.8636,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.61,5.7602,NaN,NaN
10-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.7378,NaN,NaN,NaN,NaN,12,NaN,3,3,3.1196,3,3,3,5.5,4.4666,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.74,5.9167,NaN,NaN
11-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.886,NaN,NaN,NaN,NaN,12,NaN,3,3,3.0987,3,3,3,5.5,4.2058,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.63,6.0134,NaN,NaN
12-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.7633,NaN,NaN,NaN,NaN,12,NaN,3,3,3.1405,3,3,3,5.5,3.4273,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.59,5.7665,NaN,NaN
13-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.7633,NaN,NaN,NaN,NaN,12,NaN,3,3,3.1092,3,3,3,5.75,5.6536,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.58,5.7129,NaN,NaN
14-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,0.7633,NaN,NaN,NaN,NaN,12,NaN,3,3,3.1089,3,3,3,5.75,4.9895,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.56,5.6424,NaN,NaN
17-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.3987,NaN,NaN,NaN,NaN,12,NaN,3,3,3.1092,3,3,3,5.75,5.717,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.56,5.6808,NaN,NaN
18-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.2497,NaN,NaN,NaN,NaN,12,NaN,3,3,2.9525,3,3,3,5.75,5.3899,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,NaN,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.83,6.0887,NaN,NaN
19-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.1984,NaN,NaN,NaN,NaN,12,NaN,3,3,2.9421,3,3,3,5.75,5.918,3,14.5,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.47,5.6808,NaN,NaN
20-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.3987,NaN,NaN,NaN,NaN,12,NaN,3,3,3.0883,3,3,3,5.75,5.918,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.44,5.6433,NaN,NaN
21-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.4038,NaN,NaN,NaN,NaN,12,NaN,3,3,3.088,3,3,3,5.75,5.9171,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.36,5.5782,NaN,NaN
24-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.6663,NaN,NaN,NaN,NaN,12,NaN,3,3,3.0465,3,3,3,5.75,6.1831,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.53,5.7665,NaN,NaN
25-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.5324,NaN,NaN,NaN,NaN,12,NaN,3,3,3.151,3,3,3,5.75,6.1831,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.46,5.7987,NaN,NaN
26-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.4038,NaN,NaN,NaN,NaN,12,NaN,3,3,3.1301,3,3,3,5.75,6.1831,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.52,5.6968,NaN,NaN
27-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.5324,NaN,NaN,NaN,NaN,12,NaN,3,3,3.1196,3,3,3,5.75,6.3106,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.61,5.7987,NaN,NaN
28-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,1.5324,NaN,NaN,NaN,NaN,12,NaN,3,3,3.381,3,3,3,5.75,6.3095,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.58,5.7978,NaN,NaN
31-Jan-2000,NaN,3,NaN,NaN,3,19,NaN,4.75,NaN,NaN,3.036,NaN,NaN,NaN,NaN,12,NaN,3,3,3.4128,3,3,3,5.75,6.5767,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.87,6.0994,NaN,NaN
01-Feb-2000,NaN,3,5.5,NaN,3,19,NaN,4.75,NaN,NaN,2.0226,NaN,NaN,NaN,NaN,12,NaN,3,3,3.4023,3,3,3,5.75,6.0452,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.79,6.0564,NaN,NaN
02-Feb-2000,NaN,3,5.5,NaN,3,19,NaN,4.75,NaN,NaN,2.0484,NaN,NaN,NaN,NaN,12,NaN,3,3,3.2766,3,3,3,5.75,5.918,3,13,NaN,NaN,NaN,3,NaN,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,3,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.64,5.9812,NaN,NaN
03-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.0484,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3708,3.25,3.25,3.25,5.75,5.9816,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,NaN,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,5.71,5.8953,NaN,NaN
04-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.1829,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.2763,3.25,3.25,3.25,5.75,6.0442,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,NaN,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.7,5.8621,NaN,NaN
07-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.9192,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3394,3.25,3.25,3.25,5.75,5.3899,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,NaN,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.76,5.9489,NaN,NaN
08-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.183,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3499,3.25,3.25,3.25,5.75,5.1267,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,NaN,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.67,5.7987,NaN,NaN
09-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.183,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3499,3.25,3.25,3.25,5.75,5.2635,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,NaN,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.76,5.9973,NaN,NaN
10-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.183,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.2975,3.25,3.25,3.25,6,6.2468,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.79,5.9973,NaN,NaN
11-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.1829,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3496,3.25,3.25,3.25,6,5.843,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.71,5.9104,NaN,NaN
14-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.183,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3499,3.25,3.25,3.25,6,6.1088,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.79,6.0994,NaN,NaN
15-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.4319,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.287,3.25,3.25,3.25,6,6.1088,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.85,6.164,NaN,NaN
16-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.4319,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.2975,3.25,3.25,3.25,6,6.3106,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.67,5.9973,NaN,NaN
17-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,2.183,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3184,3.25,3.25,3.25,6,6.0452,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.66,5.9973,NaN,NaN
18-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.79,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3077,3.25,3.25,3.25,6,5.9806,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.7,5.8943,NaN,NaN
21-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.914,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.2975,3.25,3.25,3.25,6,6.1831,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.7,5.9973,NaN,NaN
22-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.7901,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3184,3.25,3.25,3.25,6,6.3744,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,16.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.81,6.051,NaN,NaN
23-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.7901,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.5281,3.25,3.25,3.25,6,5.918,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.77,5.9973,NaN,NaN
24-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.7901,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.4442,3.25,3.25,3.25,6,6.1831,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.76,5.9973,NaN,NaN
25-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.7642,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.4963,3.25,3.25,3.25,6,6.1078,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.73,5.8943,NaN,NaN
28-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.5367,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.4749,3.25,3.25,3.25,6,6.3924,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.81,6.0843,NaN,NaN
29-Feb-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.6709,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.5485,3.25,3.25,3.25,6,5.9347,3.25,13,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.85,6.1166,NaN,NaN
01-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.0218,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.4643,3.25,3.25,3.25,6,6.2006,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.78,6.0465,NaN,NaN
02-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.1554,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.4223,3.25,3.25,3.25,6,6.5953,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.76,5.9873,NaN,NaN
03-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.2789,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3379,3.25,3.25,3.25,6,5.7958,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.72,5.9324,NaN,NaN
06-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,0.7654,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.3907,3.25,3.25,3.25,6,6.0623,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.73,6.0627,NaN,NaN
07-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.0218,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.4012,3.25,3.25,3.25,6,6.1899,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.68,5.9442,NaN,NaN
08-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,0.7654,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.4643,3.25,3.25,3.25,6,6.0623,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.77,5.9657,NaN,NaN
09-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.0218,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.5696,3.25,3.25,3.25,6,5.7968,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.79,5.9873,NaN,NaN
10-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.9192,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.5903,3.25,3.25,3.25,6,5.7958,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.75,5.9863,NaN,NaN
13-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.795,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.5906,3.25,3.25,3.25,6,5.2677,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.81,6.0358,NaN,NaN
14-Mar-2000,NaN,3.25,5.5,NaN,3.25,19,NaN,5,NaN,NaN,1.795,NaN,NaN,NaN,NaN,12,NaN,3.25,3.25,3.5696,3.25,3.25,3.25,6,5.3311,3.25,12,NaN,NaN,NaN,3.25,NaN,NaN,3.25,0,NaN,5,NaN,NaN,NaN,NaN,3.25,5.5,NaN,5.25,NaN,NaN,8.75,NaN,17.5,NaN,3.25,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,NaN,NaN,NaN,5.8,6.0304,NaN,NaN
