Date,AR_PR,AT_PR,AU_PR,AU_OIS1D,BE_PR,BR_PR,BR_OIS1D,CA_PR,CA_OIS1D,CH_PR,CH_OIS1D,CL_PR,CL_OIS1D,CN_PR,CN_OIS1D,CO_PR,CO_OIS1D,DE_PR,EA_PR,EA_OIS1D,ES_PR,FI_PR,FR_PR,GB_PR,GB_OIS1D,GR_PR,HU_PR,HU_OIS1D,ID_PR,ID_OIS1D,IE_PR,IN_PR,IN_OIS1D,IT_PR,JP_PR,JP_OIS1D,KR_PR,MX_PR,MX_OIS1D,MY_PR,MY_OIS1D,NL_PR,NO_PR,NO_OIS1D,NZ_PR,NZ_OIS1D,PE_PR,PH_PR,PH_OIS1D,PL_PR,PL_OIS1D,PT_PR,RO_PR,RO_OIS1D,RU_PR,RU_OIS1D,SA_PR,SE_PR,SE_OIS1D,TH_PR,TH_OIS1D,TR_PR,TR_OIS1D,US_PR,US_OIS1D,ZA_PR,ZA_OIS1D
27-Aug-2004,NaN,2,5.25,NaN,2,16,15.78,2,NaN,NaN,0.2035,1.75,NaN,NaN,NaN,6.75,NaN,2,2,2.0955,2,2,2,4.75,5.1085,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,7.537563,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.52,1.5572,8,8.3496
30-Aug-2004,NaN,2,5.25,NaN,2,16,15.81,2,NaN,NaN,0.1017,1.75,NaN,NaN,NaN,6.75,NaN,2,2,2.0956,2,2,2,4.75,5.1095,2,11,NaN,NaN,NaN,2,6,4.7,2,0.15,NaN,3.5,NaN,7.560978,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.54,1.5831,8,8.3515
31-Aug-2004,NaN,2,5.25,NaN,2,16,15.82,2,NaN,NaN,0.2035,1.75,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,5.1095,2,11,NaN,NaN,NaN,2,6,4.7,2,0.15,NaN,3.5,NaN,7.560978,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.55,1.6296,8,8.5
01-Sep-2004,NaN,2,5.25,NaN,2,16,15.79,2,NaN,NaN,0.2035,1.75,NaN,NaN,NaN,6.75,NaN,2,2,2.0645,2,2,2,4.75,5.1095,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.560978,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.53,1.578,8,8.3515
02-Sep-2004,NaN,2,5.25,NaN,2,16,15.81,2,NaN,NaN,0.3055,1.75,NaN,NaN,NaN,6.75,NaN,2,2,2.0645,2,2,2,4.75,4.8674,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.560978,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.51,1.5625,8,8.3515
03-Sep-2004,NaN,2,5.25,NaN,2,16,15.78,2,NaN,NaN,0.2061,1.75,NaN,NaN,NaN,6.75,NaN,2,2,2.0799,2,2,2,4.75,4.8485,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.537563,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.48,1.5417,8,8.3496
06-Sep-2004,NaN,2,5.25,NaN,2,16,15.79,2,NaN,NaN,0.2035,1.75,NaN,NaN,NaN,6.75,NaN,2,2,2.345,2,2,2,4.75,5.0779,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.48,1.5263,8,8.3515
07-Sep-2004,NaN,2,5.25,NaN,2,16,15.79,2,NaN,NaN,0.1526,2,NaN,NaN,NaN,6.75,NaN,2,2,2.3034,2,2,2,4.75,4.7098,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.54,1.578,8,8.3515
08-Sep-2004,NaN,2,5.25,NaN,2,16,15.8,2.25,NaN,NaN,0.2545,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0852,2,2,2,4.75,4.7413,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.51,1.5521,8,8.3515
09-Sep-2004,NaN,2,5.25,NaN,2,16,15.78,2.25,NaN,NaN,0.1017,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0956,2,2,2,4.75,4.6783,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.49,1.5418,8,8.3515
10-Sep-2004,NaN,2,5.25,NaN,2,16,15.81,2.25,NaN,NaN,0.1526,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0747,2,2,2,4.75,4.6253,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.54849,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.48,1.5366,8,8.3496
13-Sep-2004,NaN,2,5.25,NaN,2,16,15.86,2.25,NaN,NaN,0.061,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0748,2,2,2,4.75,4.8464,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.51,1.5521,8,8.3515
14-Sep-2004,NaN,2,5.25,NaN,2,16,15.87,2.25,NaN,NaN,0.2035,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0956,2,2,2,4.75,4.6574,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.4,1.5418,8,8.4602
15-Sep-2004,NaN,2,5.25,NaN,2,16.25,15.89,2.25,NaN,NaN,0.1526,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0852,2,2,2,4.75,4.7203,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.57,1.5831,8,8.6779
16-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.16,2.25,NaN,NaN,0.1526,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0748,2,2,2,4.75,5.0674,2,11,NaN,NaN,NaN,2,6,4.9,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.61,1.5831,8,8.6779
17-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.25,NaN,NaN,0.1017,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0747,2,2,2,4.75,5.1931,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.581277,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.58,1.6089,8,8.6758
20-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.17,2.25,NaN,NaN,0.4075,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0956,2,2,2,4.75,4.6993,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.64,1.6658,8,8.6779
21-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.12,2.25,NaN,NaN,0.4075,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0852,2,2,2,4.75,4.6469,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,7.550046,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.7,1.7537,8,8.3515
22-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.25,NaN,NaN,0.4279,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0852,2,2,2,4.75,4.6783,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,7.823694,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.78,1.7795,8,8.3515
23-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.14,2.25,NaN,NaN,0.4075,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0956,2,2,2,4.75,4.7413,2,11,NaN,NaN,NaN,2,6,4.7,2,0.15,NaN,3.5,NaN,7.823694,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.8,1.795,8,8.3486
24-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.17,2.25,NaN,NaN,0.4075,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0955,2,2,2,4.75,4.7092,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,8.041347,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.76,1.8053,8,8.3496
27-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.17,2.25,NaN,NaN,0.5096,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0852,2,2,2,4.75,4.7623,2,11,NaN,NaN,NaN,2,6,4.9,2,0.15,NaN,3.5,NaN,8.043113,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.76,1.8157,8,8.569
28-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.17,2.25,NaN,NaN,0.5403,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,4.9305,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,8.043113,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.72,1.795,8,8.4602
29-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.14,2.25,NaN,NaN,0.5096,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0852,2,2,2,4.75,5.0042,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,8.043113,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.76,1.8002,8,8.6779
30-Sep-2004,NaN,2,5.25,NaN,2,16.25,16.17,2.25,NaN,NaN,0.5607,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,4.6993,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,8.054096,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.94,1.9452,8,8.896
01-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.18,2.25,NaN,NaN,0.6118,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0955,2,2,2,4.75,4.7407,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,8.041347,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.86,1.914,8,8.6214
04-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.16,2.25,NaN,NaN,0.663,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1164,2,2,2,4.75,5.0779,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.043113,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.77,1.8364,8,8.6234
05-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.25,NaN,NaN,0.5352,2,NaN,NaN,NaN,6.75,NaN,2,2,2.2202,2,2,2,4.75,4.7728,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,8.043113,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.73,1.8106,8,8.569
06-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.25,NaN,NaN,0.6425,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1891,2,2,2,4.75,4.7098,2,11,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,8.043113,2.7,NaN,2,1.75,NaN,6.25,NaN,2.75,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.74,1.7899,8,8.3515
07-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.25,NaN,NaN,0.3565,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1891,2,2,2,4.75,5.0358,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.043113,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.76,1.8054,8,8.3515
08-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.25,NaN,NaN,0.4407,2,NaN,NaN,NaN,6.75,NaN,2,2,2.3865,2,2,2,4.75,4.8932,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.041347,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.71,1.7846,8,8.3496
11-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.25,NaN,NaN,0.2545,2,NaN,NaN,NaN,6.75,NaN,2,2,3.034,2,2,2,4.75,4.7308,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.043113,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.71,1.852,8,8.3515
12-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.25,NaN,NaN,0.5607,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,4.7098,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.054096,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.78,1.8416,8,8.4602
13-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.17,2.25,NaN,NaN,0.3565,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1164,2,2,2,4.75,4.7728,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.054096,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.73,1.8157,8,8.4602
14-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.16,2.25,NaN,NaN,0.4075,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1164,2,2,2,4.75,4.9411,2,11,NaN,NaN,NaN,2,6,4.7,2,0.15,NaN,3.5,NaN,8.054096,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.77,1.8157,8,8.4602
15-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.16,2.25,NaN,NaN,0.2035,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1059,2,2,2,4.75,4.7407,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.052325,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.79,1.8622,8,8.4582
18-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.16,2.25,NaN,NaN,0.3055,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,4.7413,2,11,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.054096,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.73,1.8416,8,8.5
19-Oct-2004,NaN,2,5.25,NaN,2,16.25,16.15,2.5,NaN,NaN,0.3565,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,4.8464,2,10.5,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.054096,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.72,1.7899,8,8.3515
20-Oct-2004,NaN,2,5.25,NaN,2,16.75,16.15,2.5,NaN,NaN,0.5812,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1164,2,2,2,4.75,4.7098,2,10.5,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.054096,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.74,1.8157,8,8.3515
21-Oct-2004,NaN,2,5.25,NaN,2,16.75,16.63,2.5,NaN,NaN,0.6119,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,4.8149,2,10.5,NaN,NaN,NaN,2,6,5.15,2,0.15,NaN,3.5,NaN,8.065079,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.76,1.8054,8,8.0803
22-Oct-2004,NaN,2,5.25,NaN,2,16.75,16.67,2.5,NaN,NaN,0.5607,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1059,2,2,2,4.75,4.9404,2,10.5,NaN,NaN,NaN,2,6,5.15,2,0.15,NaN,3.5,NaN,8.20613,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.72,1.7898,8,8.0785
25-Oct-2004,NaN,2,5.25,NaN,2,16.75,16.69,2.5,NaN,NaN,0.5607,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0956,2,2,2,4.75,5.0253,2,10.5,NaN,NaN,NaN,2,6,4.7,2,0.15,NaN,3.5,NaN,8.273982,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.76,1.8054,8,8.0803
26-Oct-2004,NaN,2,5.25,NaN,2,16.75,16.69,2.5,NaN,NaN,0.6886,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,4.7203,2,10.5,NaN,NaN,NaN,2,6,4.75,2,0.15,NaN,3.5,NaN,8.273982,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.72,1.8002,8,8.1345
27-Oct-2004,NaN,2,5.25,NaN,2,16.75,16.67,2.5,NaN,NaN,0.663,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,4.7728,2,10.5,NaN,NaN,NaN,2,6,5.05,2,0.15,NaN,3.5,NaN,8.262977,2.7,NaN,2,1.75,NaN,6.25,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.77,1.8106,8,8.0803
28-Oct-2004,NaN,2,5.25,NaN,2,16.75,16.67,2.5,NaN,NaN,0.663,2,NaN,NaN,NaN,6.75,NaN,2,2,2.106,2,2,2,4.75,5.0253,2,10.5,NaN,NaN,NaN,2,6,5.05,2,0.15,NaN,3.5,NaN,8.262977,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,8,2,NaN,NaN,NaN,NaN,NaN,1.79,1.8572,8,8.3515
29-Oct-2004,NaN,2,5.25,NaN,2,16.75,16.66,2.5,NaN,NaN,0.6374,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1162,2,2,2,4.75,4.6987,2,10.5,NaN,NaN,NaN,2,6,4.95,2,0.15,NaN,3.5,NaN,8.261113,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.79,1.8881,7.5,8.6758
01-Nov-2004,NaN,2,5.25,NaN,2,16.75,16.67,2.5,NaN,NaN,0.5914,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1164,2,2,2,4.75,4.6783,2,10.5,NaN,NaN,NaN,2,6,5.25,2,0.15,NaN,3.5,NaN,8.262977,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.83,1.8934,7.5,8.3515
02-Nov-2004,NaN,2,5.25,NaN,2,16.75,16.67,2.5,NaN,NaN,0.5403,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1164,2,2,2,4.75,4.6574,2,10.5,NaN,NaN,NaN,2,6,5.075,2,0.15,NaN,3.5,NaN,8.262977,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.74,1.8157,7.5,8.3515
03-Nov-2004,NaN,2,5.25,NaN,2,16.75,16.7,2.5,NaN,NaN,0.7654,2,NaN,NaN,NaN,6.75,NaN,2,2,2.2722,2,2,2,4.75,4.7518,2,10.5,NaN,NaN,NaN,2,6,5.1,2,0.15,NaN,3.5,NaN,8.262977,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.73,1.8002,7.5,8.3515
04-Nov-2004,NaN,2,5.25,NaN,2,16.75,16.7,2.5,NaN,NaN,0.663,2,NaN,NaN,NaN,6.75,NaN,2,2,2.2826,2,2,2,4.75,5.5319,2,10.5,NaN,NaN,NaN,2,6,5.35,2,0.15,NaN,3.5,NaN,8.273982,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.77,1.8364,7.5,8.1345
05-Nov-2004,NaN,2,5.25,NaN,2,16.75,16.71,2.5,NaN,NaN,0.5607,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1889,2,2,2,4.75,5.267,2,10.5,NaN,NaN,NaN,2,6,5.425,2,0.15,NaN,3.5,NaN,8.283114,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.76,1.8467,7.5,8.0785
08-Nov-2004,NaN,2,5.25,NaN,2,16.75,16.71,2.5,NaN,NaN,0.6425,2,NaN,NaN,NaN,6.75,NaN,2,2,2.0333,2,2,2,4.75,4.7098,2,10.5,NaN,NaN,NaN,2,6,5.4,2,0.15,NaN,3.5,NaN,8.284988,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.8,1.9089,7.5,8.0803
09-Nov-2004,NaN,2,5.25,NaN,2,16.75,16.71,2.5,NaN,NaN,0.5096,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1164,2,2,2,4.75,4.7623,2,10.5,NaN,NaN,NaN,2,6,4.65,2,0.15,NaN,3.5,NaN,8.307003,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.79,1.8572,7.5,8.0803
10-Nov-2004,NaN,2,5.25,NaN,2,16.75,16.71,2.5,NaN,NaN,0.4585,2,NaN,NaN,NaN,6.75,NaN,2,2,2.1215,2,2,2,4.75,4.7623,2,10.5,NaN,NaN,NaN,2,6,5.25,2,0.15,NaN,3.5,NaN,8.307003,2.7,NaN,2,1.75,NaN,6.5,NaN,3,6.75,NaN,6.5,NaN,2,NaN,NaN,NaN,NaN,7.5,2,NaN,NaN,NaN,NaN,NaN,1.92,1.9866,7.5,8.0803
