Date,US_GC_OIS_1D,US_GC_OIS_1W,US_GC_OIS_1M,US_GC_OIS_3M,US_GC_OIS_6M,US_GC_OIS_1Y,US_OIS_PR,US_OIS_Slope,US_RepoSlope,US_SC_GC,US_CP_OIS_AA_NonFin,US_CP_OIS_A2_NonFin,US_CP_OIS_AA_AssetBacked,EA_GC_OIS_1D,EA_GC_OIS_1W,EA_GC_OIS_1M,EA_GC_OIS_3M,EA_GC_OIS_6M,EA_GC_OIS_1Y,EA_OIS_PR,EA_OIS_Slope,EA_RepoSlope,GB_GC_OIS_1D,GB_GC_OIS_1W,GB_GC_OIS_1M,GB_GC_OIS_3M,GB_GC_OIS_6M,GB_GC_OIS_1Y,GB_OIS_PR,GB_OIS_Slope,GB_RepoSlope,GB_SC_GC,JP_GC_OIS_1D,JP_GC_OIS_1W,JP_GC_OIS_1M,JP_GC_OIS_3M,JP_GC_OIS_6M,JP_GC_OIS_1Y,JP_OIS_PR,JP_OIS_Slope,JP_RepoSlope
03-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,57.27,5.13000000000003,NaN,NaN,-35.2,-6.20000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.19,15.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-245.47,290.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,37.04,30.16,NaN,NaN,-28.8,3.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-77.19,131.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,26.01,38.09,NaN,NaN,-16.9,3.09999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.82999999999998,23.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-89.75,140.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,20.51,29.49,NaN,NaN,-17.5,5.50000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.55999999999998,27.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-50.98,101.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,15.02,22.58,NaN,NaN,-19.5,1.49999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.76999999999999,34.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-63.64,114.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,17.6699999999999,7.73000000000001,NaN,NaN,-22.5000000000001,9.49999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.96,18.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-103.34,154.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,38.34,-1.64,NaN,NaN,-18.1999999999999,7.80000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.87,20.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-129.42,180.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,17.65,22.75,NaN,NaN,-16.4,6.59999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.05,17.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-207.27,258.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,13.29,32.41,NaN,NaN,-14.5,7.50000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.92,19.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.64,29.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,8.24000000000007,37.96,NaN,NaN,-22.4,1.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.89,17.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-76.05,92.8500000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,12.08,31.62,NaN,NaN,-22.3000000000001,1.69999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.92,19.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.30000000000004,23.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,25.87,-9.37000000000001,NaN,NaN,-18.6,8.40000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.74999999999999,34.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.01,55.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,21.08,31.32,NaN,NaN,-15.4,4.60000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.79000000000001,34.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.8,6.09999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,20.33,36.87,NaN,NaN,-14.1999999999999,7.80000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.82999999999998,19.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.8,9.19999999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,21.82,43.8800000000001,NaN,NaN,-14.4,5.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.80000000000001,21.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.71,9.29000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,23.6499999999999,25.65,NaN,NaN,-17,3.00000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.65,26.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.31,-17.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,33.87,22.73,NaN,NaN,-20.7000000000001,4.29999999999993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.1,16.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.31,-17.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,17.68,32.5200000000001,NaN,NaN,-14.5,4.49999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.01,21.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.31,-17.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,18.87,19.13,NaN,NaN,-16.1,4.89999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.96,33.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.06,-30.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,21.78,22.22,NaN,NaN,-13.8,9.19999999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.1,9.20000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.95,-23.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Jan-2000,NaN,NaN,NaN,NaN,NaN,NaN,22.94,-4.34000000000001,NaN,NaN,-15.4,4.60000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.28,6.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.67,-47.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,26.64,3.35999999999999,NaN,NaN,-11.2,8.80000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.23,7.37000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.52,5.77999999999994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,34.1200000000001,14.08,NaN,NaN,-15.6,4.40000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.66,20.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.8,15.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,18.53,15.77,NaN,NaN,-10.4,9.60000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.08,12.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.16,9.03999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,16.21,19.39,NaN,NaN,-11.3,6.70000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.63,21.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.42,2.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,18.89,11.01,NaN,NaN,-13.3,6.70000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.93999999999999,14.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.01,68.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,12.87,25.83,NaN,NaN,-11.7,8.30000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.98999999999999,13.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-62.33,97.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,23.73,6.26999999999995,NaN,NaN,-12.5,6.50000000000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.98999999999999,13.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-48.65,83.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,20.73,5.67000000000002,NaN,NaN,-8.80000000000001,11.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74999999999999,18.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.68,-14.3800000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,20.04,14.66,NaN,NaN,-9.70000000000004,9.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.96000000000001,14.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.7,29.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,30.94,-3.73999999999999,NaN,NaN,-13.1,7.89999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.98999999999999,12.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.88,-0.579999999999981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,31.4,-13.6,NaN,NaN,-8.30000000000002,13.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.69999999999999,18.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.88,-0.579999999999981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,32.73,3.06999999999995,NaN,NaN,-9.10000000000002,10.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74999999999999,17.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.06,-14.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,33.73,5.76999999999996,NaN,NaN,-8.70000000000006,11.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.84,16.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.52000000000004,8.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,19.43,18.27,NaN,NaN,-9.99999999999996,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.77000000000001,27.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.94000000000001,12.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,29.73,9.26999999999998,NaN,NaN,-9.49999999999998,12.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.74999999999999,30.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.31,-11.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,24.1000000000001,3.89999999999997,NaN,NaN,-8.5,12.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.84,31.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.44,-30.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,22.7300000000001,9.26999999999998,NaN,NaN,-9.40000000000003,11.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.81,10.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.19999999999999,15.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,23.73,5.97000000000003,NaN,NaN,-6.70000000000002,10.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.42,17.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.31,-8.00999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,16.43,16.27,NaN,NaN,-9.60000000000001,14.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.63,9.66999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.78,-0.480000000000036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,27.43,-2.13000000000001,NaN,NaN,-11.3,9.70000000000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.49,14.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.24,-25.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Feb-2000,NaN,NaN,NaN,NaN,NaN,NaN,26.66,-5.56000000000001,NaN,NaN,-12.9,9.10000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.85,7.74999999999997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.52999999999997,19.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,26.65,4.34999999999999,NaN,NaN,-10.3000000000001,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.43,16.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.06,-6.65999999999993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,22.7300000000001,9.66999999999993,NaN,NaN,-10.5,11.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.23,18.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.53,-49.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,21.2400000000001,15.36,NaN,NaN,-9.90000000000002,12.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.78999999999999,29.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.42,30.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,33.27,2.63,NaN,NaN,-10.9999999999999,10.0000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.07,24.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.22999999999996,4.07000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,26.4200000000001,14.48,NaN,NaN,-12.1,9.90000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.12,25.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.99,-8.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
08-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,19.57,12.43,NaN,NaN,-10.2,10.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.43,18.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.22999999999996,4.07000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
09-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,19.73,12.57,NaN,NaN,-12.7,12.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.96,15.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.32,30.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,23.63,12.97,NaN,NaN,-9.39999999999994,10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.03,13.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.42,27.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,22.58,11.52,NaN,NaN,-10.0000000000001,8.99999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.06,16.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73.23,80.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,23.04,12.36,NaN,NaN,-8.89999999999995,9.10000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.96,18.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-66.89,74.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,11.9599999999999,13.14,NaN,NaN,-7.99999999999992,8.00000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.12,15.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-59.5,66.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,22.8000000000001,20.6,NaN,NaN,-11.2,5.79999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.22,13.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73.23,80.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,23.71,21.3900000000001,NaN,NaN,-10.9,6.09999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.19,13.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.42,27.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,35.06,4.63999999999993,NaN,NaN,-9.40000000000003,7.59999999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.33,12.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.32,30.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,20.96,19.74,NaN,NaN,-12.3,5.69999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.05999999999998,15.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.22999999999996,4.07000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,11.8200000000001,7.97999999999996,NaN,NaN,-11.3,5.69999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.31,-6.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.99,-8.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,28.18,-10.7799999999999,NaN,NaN,-10.4,5.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,6.79999999999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-33.05,40.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,24.3499999999999,2.25000000000009,NaN,NaN,-11.1000000000001,6.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.67,4.72999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.62000000000003,13.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,28.4199999999999,-7.41999999999994,NaN,NaN,-9.69999999999995,7.30000000000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.71,6.99000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.52999999999997,13.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,31.8000000000001,-5.79999999999998,NaN,NaN,-12.5999999999999,8.40000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.71,6.99000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-46.81,57.1099999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,33.6399999999999,-3.54000000000001,NaN,NaN,-12.9,7.10000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.71,7.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.32,30.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,28.74,-11.1400000000001,NaN,NaN,-13.7,7.30000000000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.49,15.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.96,27.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31-Mar-2000,NaN,NaN,NaN,NaN,NaN,NaN,48.61,-37.5100000000001,NaN,NaN,-11.3,9.69999999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.33,-2.03000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-14.05,27.4500000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
03-Apr-2000,NaN,NaN,NaN,NaN,NaN,NaN,44.2299999999999,-31.03,NaN,NaN,-10.1,9.90000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.65,11.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.32,33.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
04-Apr-2000,NaN,NaN,NaN,NaN,NaN,NaN,34.1799999999999,-4.27999999999997,NaN,NaN,-10.5,8.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.96,30.3599999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
05-Apr-2000,NaN,NaN,NaN,NaN,NaN,NaN,22.02,-3.12000000000001,NaN,NaN,-9.49999999999998,12.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.54,14.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.99,-2.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
06-Apr-2000,NaN,NaN,NaN,NaN,NaN,NaN,32.58,-10.28,NaN,NaN,-11.4,7.60000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.6,14.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.32,33.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
07-Apr-2000,NaN,NaN,NaN,NaN,NaN,NaN,31.67,1.12999999999994,NaN,NaN,-13.6,6.40000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.62,13.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.80999999999996,23.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10-Apr-2000,NaN,NaN,NaN,NaN,NaN,NaN,29.34,-6.44,NaN,NaN,-12.3,6.70000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.87,12.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-73.23,89.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11-Apr-2000,NaN,NaN,NaN,NaN,NaN,NaN,31.39,-0.490000000000013,NaN,NaN,-12.3,7.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.03,9.56999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.06,-6.65999999999993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
